Machine_ID,Date_fabrication,Type_tissu,Quantite_kg,Vitesse_m_per_min,Temperature_C,Humidite_pct,Duree_min,Resultat_qualite_pct
M3,2024-02-18,Lin,450,72,90,50,117,84.24
M7,2023-02-07,Soie,208,71,90,39,84,79.75
M6,2025-06-07,Coton,308,52,60,34,150,71.76
M5,2024-04-20,Soie,445,60,94,56,80,83.46
M9,2024-09-20,Mélange,236,80,70,52,90,79.65
M6,2025-09-10,Polyester,498,79,99,31,267,85.53
M2,2025-02-13,Lin,333,64,81,41,266,81.26
M8,2023-02-19,Polyester,438,79,71,36,197,84.61
M4,2025-01-24,Polyester,322,76,65,47,288,80.5
M1,2023-05-05,Lin,322,44,76,57,158,70.62
M10,2024-10-15,Lin,209,50,66,52,215,70.0
M4,2025-06-05,Coton,480,77,66,35,76,80.51
M8,2024-02-07,Lin,201,45,65,39,245,75.38
M4,2023-02-11,Coton,220,62,83,36,277,79.95
M4,2024-08-18,Coton,147,43,79,39,62,73.46
M2,2025-05-22,Coton,74,79,86,41,217,86.74
M6,2024-06-10,Polyester,283,66,87,37,251,81.58
M2,2023-07-20,Mélange,429,51,98,48,85,78.67
M10,2025-02-20,Polyester,224,49,63,43,138,74.55
M2,2025-10-03,Coton,264,46,84,50,157,76.05
M1,2025-05-05,Coton,435,73,100,34,100,85.74
M2,2023-03-22,Soie,324,49,86,56,188,73.75
M2,2024-10-19,Soie,232,80,85,35,226,87.61
M7,2024-10-26,Lin,65,73,72,50,129,82.63
M2,2025-11-21,Coton,55,62,96,37,95,81.09
M6,2023-12-07,Soie,116,48,95,50,176,80.4
M3,2024-09-11,Lin,65,42,89,59,276,72.6
M10,2025-08-04,Soie,426,48,76,55,108,72.04
M3,2025-01-11,Mélange,229,45,78,40,107,72.58
M9,2024-01-26,Coton,411,49,100,60,192,74.16
M7,2023-05-01,Coton,197,75,61,35,262,79.64
M7,2024-12-20,Polyester,483,59,90,38,175,76.64
M6,2023-11-17,Coton,417,77,61,38,282,77.44
M10,2024-04-02,Mélange,219,67,85,60,236,75.95
M2,2023-04-17,Soie,218,80,82,43,266,85.83
M9,2024-06-14,Soie,321,72,92,44,246,85.5
M10,2025-01-14,Mélange,474,55,64,36,159,72.85
M3,2023-12-28,Lin,481,77,61,58,82,76.61
M4,2025-05-22,Mélange,245,40,77,45,272,71.06
M8,2025-01-07,Coton,435,76,99,30,114,86.53
M6,2024-12-08,Coton,439,56,93,48,264,79.7
M9,2025-12-25,Lin,417,76,78,39,78,83.83
M2,2023-05-15,Polyester,285,76,63,60,152,76.63
M3,2025-07-16,Mélange,172,77,82,58,83,83.26
M4,2023-11-24,Coton,469,76,81,53,116,86.01
M7,2025-07-27,Soie,54,75,76,57,190,82.47
M9,2023-10-06,Soie,477,61,84,52,229,78.88
M6,2023-12-18,Mélange,389,51,70,46,291,75.61
M1,2023-01-14,Coton,319,53,69,37,155,73.62
M9,2025-07-16,Mélange,225,67,94,53,136,83.32
M7,2024-06-26,Soie,307,41,99,60,162,74.45
M9,2025-08-11,Lin,295,57,77,48,143,77.57
M3,2024-06-12,Coton,168,62,100,36,80,83.22
M6,2024-05-18,Mélange,371,50,92,52,219,76.01
M8,2024-11-06,Polyester,94,44,100,39,194,75.97
M7,2025-08-14,Soie,215,47,67,55,217,70.0
M5,2024-02-25,Polyester,164,57,99,43,151,79.3
M6,2025-10-14,Soie,209,47,99,42,172,76.87
M4,2024-12-17,Coton,464,43,96,60,112,75.42
M3,2023-02-25,Coton,477,47,85,55,109,73.31
M6,2024-03-05,Mélange,293,80,69,35,296,82.83
M9,2025-10-06,Polyester,438,74,73,39,257,81.67
M8,2025-05-14,Soie,260,75,63,48,220,76.56
M1,2023-04-07,Coton,461,80,92,31,130,86.91
M5,2024-12-08,Mélange,52,44,81,57,116,74.62
M6,2024-06-09,Mélange,254,65,91,33,297,79.31
M5,2023-07-02,Soie,500,41,82,37,209,73.94
M10,2023-08-05,Soie,298,57,85,50,239,77.39
M1,2024-10-19,Polyester,433,53,85,59,238,76.3
M2,2024-08-24,Coton,356,49,93,56,149,74.57
M3,2024-06-24,Mélange,236,42,70,32,285,70.0
M4,2024-09-05,Mélange,175,41,91,44,147,75.53
M2,2025-06-13,Lin,247,51,86,38,115,76.85
M8,2025-10-25,Mélange,186,58,85,30,174,76.6
M1,2025-12-19,Soie,475,61,65,51,260,73.73
M2,2024-02-05,Mélange,308,44,89,45,155,76.2
M10,2023-06-07,Polyester,203,46,79,49,259,75.34
M2,2025-04-17,Soie,191,79,94,35,193,86.41
M6,2024-07-25,Mélange,293,57,88,44,171,80.87
M6,2024-12-20,Mélange,68,70,61,41,143,77.06
M5,2025-08-22,Lin,376,59,74,54,170,79.04
M8,2025-01-27,Coton,222,66,96,35,96,80.65
M10,2025-04-10,Polyester,443,79,63,45,163,83.28
M2,2023-01-22,Polyester,157,63,97,44,179,86.46
M1,2023-05-20,Coton,113,61,76,44,176,80.26
M5,2024-03-06,Lin,389,44,76,52,197,72.59
M6,2023-04-11,Polyester,289,72,81,42,125,82.14
M5,2025-06-15,Soie,208,46,85,47,144,78.47
M4,2023-09-12,Mélange,390,60,69,37,280,73.35
M6,2024-08-24,Polyester,332,41,97,55,274,73.76
M10,2023-11-14,Polyester,476,71,83,59,188,80.3
M7,2023-04-14,Coton,129,73,76,50,223,84.58
M3,2024-01-15,Lin,159,80,79,44,60,86.36
M2,2023-05-24,Polyester,255,77,88,50,243,83.76
M8,2024-12-11,Mélange,300,55,78,33,202,75.08
M10,2024-06-23,Polyester,71,73,73,45,300,81.27
M7,2024-02-01,Coton,112,69,61,36,215,75.68
M2,2023-02-15,Soie,228,79,61,51,276,82.66
M1,2024-09-14,Soie,285,76,77,48,68,80.86
M10,2024-12-05,Lin,320,60,80,51,85,82.02
M2,2025-07-15,Polyester,346,55,95,54,262,81.36
M7,2024-11-26,Lin,230,52,87,45,121,81.18
M6,2024-03-05,Mélange,354,66,62,45,74,77.27
M9,2023-06-27,Mélange,159,57,65,60,114,72.8
M2,2023-10-15,Lin,363,40,64,38,108,70.0
M5,2024-07-28,Lin,302,80,79,49,118,83.95
M4,2023-12-09,Polyester,295,76,86,44,256,86.79
M9,2025-12-08,Coton,150,40,63,59,176,70.39
M6,2024-01-17,Soie,481,63,95,56,99,79.49
M3,2024-10-09,Polyester,142,66,75,58,246,77.47
M2,2025-02-03,Lin,309,73,84,43,300,84.0
M3,2025-03-11,Lin,150,50,64,38,220,70.0
M3,2025-09-19,Soie,92,46,97,45,262,80.38
M3,2024-08-09,Polyester,464,79,79,42,254,83.45
M5,2024-05-10,Soie,240,53,71,41,235,74.91
M2,2025-06-03,Coton,316,46,94,51,277,76.5
M4,2025-06-05,Soie,280,52,92,60,64,75.42
M1,2023-08-27,Lin,332,74,66,52,211,79.99
M7,2024-08-03,Mélange,204,46,94,54,289,76.37
M5,2024-11-17,Soie,393,48,70,30,79,70.66
M4,2023-02-06,Lin,174,60,77,31,290,75.14
M8,2023-09-16,Lin,327,53,84,30,110,76.34
M7,2023-07-22,Polyester,289,70,62,53,206,81.11
M8,2024-03-24,Soie,105,74,75,54,179,81.68
M10,2025-02-21,Polyester,51,70,86,50,183,85.19
M7,2025-09-28,Lin,98,71,69,31,132,75.52
M9,2024-10-08,Soie,337,43,79,33,188,72.62
M1,2025-06-26,Lin,473,50,84,57,136,73.21
M7,2025-10-03,Polyester,364,67,89,39,87,79.75
M7,2024-05-26,Coton,215,54,98,51,65,79.12
M10,2023-06-27,Coton,339,71,60,37,136,80.08
M2,2025-06-18,Mélange,280,43,67,47,77,73.8
M10,2024-08-01,Coton,146,65,94,34,208,82.59
M8,2023-10-08,Polyester,139,47,81,59,123,70.43
M7,2023-03-06,Lin,449,61,70,42,263,77.31
M2,2024-06-26,Soie,342,41,95,52,190,76.5
M5,2024-09-08,Mélange,55,49,98,37,110,79.05
M9,2024-06-15,Polyester,148,79,100,32,61,83.41
M4,2024-07-19,Polyester,485,45,90,39,146,74.52
M4,2024-01-26,Polyester,112,41,70,53,80,70.57
M2,2024-06-17,Lin,328,55,72,32,206,75.37
M10,2024-10-15,Soie,339,77,60,59,116,73.91
M2,2023-01-12,Soie,302,45,91,52,66,75.98
M7,2023-05-23,Mélange,281,43,96,39,78,77.19
M7,2023-11-21,Coton,218,45,85,38,198,76.8
M9,2025-05-04,Mélange,214,53,75,44,158,78.09
M9,2025-07-28,Soie,441,65,89,44,281,84.27
M1,2025-12-19,Coton,248,57,74,39,143,75.1
M8,2023-01-08,Lin,481,45,100,54,180,73.88
M4,2025-12-15,Lin,185,77,86,53,272,83.91
M6,2024-09-09,Soie,185,61,67,54,60,77.9
M9,2023-02-18,Coton,350,59,88,53,265,82.49
M2,2023-08-02,Polyester,248,41,81,57,134,73.52
M8,2025-05-26,Mélange,449,77,83,56,208,84.36
M8,2024-10-16,Soie,475,47,66,33,73,71.66
M7,2024-07-11,Polyester,280,63,78,51,250,78.19
M8,2024-11-19,Lin,312,76,89,34,102,84.14
M4,2023-04-19,Polyester,309,61,77,60,234,80.04
M1,2024-12-14,Mélange,309,56,84,46,279,77.51
M1,2025-12-28,Soie,244,77,98,35,296,89.93
M7,2025-08-02,Coton,161,73,68,59,164,78.06
M10,2024-01-25,Soie,275,69,88,49,155,86.15
M4,2024-08-19,Mélange,339,66,69,42,117,76.19
M3,2023-06-04,Soie,85,45,63,60,172,70.27
M3,2023-07-18,Mélange,355,66,71,35,229,76.53
M3,2023-01-26,Polyester,153,50,74,36,235,71.17
M3,2024-01-26,Lin,365,77,74,38,131,82.94
M7,2023-11-01,Coton,477,64,96,38,241,85.02
M7,2025-07-11,Mélange,226,48,72,40,172,72.11
M3,2023-08-23,Mélange,206,45,68,46,147,70.0
M1,2025-06-10,Coton,452,64,76,38,195,78.82
M9,2025-11-25,Soie,449,61,75,33,89,76.73
M9,2023-09-26,Coton,181,50,83,41,139,77.9
M1,2023-06-11,Polyester,176,68,86,54,137,83.7
M1,2024-09-13,Soie,335,67,95,46,223,84.78
M1,2023-02-08,Lin,71,54,97,60,93,82.31
M2,2024-09-13,Soie,67,45,99,52,291,78.35
M7,2024-10-17,Lin,353,76,68,47,267,81.31
M8,2025-02-09,Lin,315,71,72,56,264,76.28
M3,2023-08-22,Polyester,340,63,86,35,207,79.57
M10,2023-04-25,Soie,208,59,67,43,62,76.03
M3,2023-06-03,Mélange,335,72,60,45,61,81.52
M1,2023-03-01,Lin,319,71,79,40,235,83.02
M3,2024-06-10,Lin,424,40,65,53,287,70.0
M6,2025-03-22,Polyester,84,65,77,46,187,81.04
M2,2024-06-21,Coton,494,57,85,43,93,81.04
M1,2025-08-09,Coton,232,50,85,51,234,79.86
M5,2024-01-16,Lin,472,43,74,57,244,73.08
M9,2025-06-17,Polyester,199,74,72,36,63,82.32
M8,2025-11-01,Lin,171,75,73,42,196,82.62
M7,2025-03-08,Coton,457,45,76,40,174,74.48
M3,2025-06-17,Soie,298,44,77,53,229,75.5
M2,2023-12-04,Mélange,374,69,60,33,153,73.63
M10,2023-10-05,Soie,304,78,90,51,93,85.5
M6,2025-03-18,Coton,342,48,62,33,277,70.0
M6,2023-05-19,Lin,171,54,69,48,175,76.16
M4,2023-06-18,Soie,349,61,92,35,211,83.16
M6,2023-10-21,Polyester,465,47,64,43,275,71.31
M8,2024-06-27,Coton,194,78,70,30,291,75.62
M8,2024-09-26,Polyester,406,47,79,59,106,72.28
M8,2024-10-03,Lin,348,66,70,42,93,81.03
M9,2025-08-24,Mélange,171,44,71,39,227,73.28
M8,2024-05-07,Lin,438,67,89,45,103,84.76
M5,2024-09-16,Lin,372,61,79,49,289,78.74
M3,2024-07-25,Mélange,493,64,83,45,88,79.24
M5,2025-01-25,Lin,315,42,70,49,294,72.83
M4,2024-10-28,Polyester,323,41,78,34,135,70.03
M7,2023-10-03,Coton,370,41,63,48,133,74.67
M7,2024-03-13,Polyester,297,54,90,43,92,80.94
M7,2023-04-14,Lin,114,63,76,49,99,78.14
M10,2025-01-04,Lin,77,78,65,52,128,79.78
M6,2023-08-06,Lin,288,55,66,60,241,72.51
M3,2024-07-19,Soie,209,44,76,45,281,73.92
M1,2025-04-07,Coton,374,44,93,38,92,78.63
M6,2023-03-19,Mélange,320,57,88,55,138,79.07
M9,2024-12-16,Lin,477,60,99,43,235,81.94
M8,2023-03-14,Coton,230,55,98,30,262,82.88
M3,2023-12-07,Polyester,288,55,85,40,62,78.6
M3,2025-01-14,Mélange,338,41,96,31,240,76.24
M5,2024-09-16,Soie,258,44,79,39,97,72.58
M4,2024-03-21,Polyester,212,56,63,52,295,74.73
M4,2025-12-24,Coton,255,79,91,49,96,87.72
M1,2023-10-07,Soie,276,63,77,60,206,73.52
M5,2024-06-28,Lin,400,76,85,48,64,89.23
M4,2024-09-23,Mélange,492,51,82,35,191,78.28
M4,2025-02-08,Polyester,283,52,75,56,264,73.61
M4,2025-11-07,Coton,296,54,77,40,123,74.4
M1,2023-03-10,Lin,167,67,79,33,276,80.2
M8,2023-12-27,Polyester,61,80,96,47,155,88.97
M8,2024-02-13,Lin,78,55,74,41,71,77.21
M1,2023-08-23,Lin,177,48,80,33,269,74.38
M2,2023-10-09,Polyester,232,60,94,57,187,81.41
M1,2024-05-03,Polyester,127,49,79,60,147,76.39
M2,2023-03-11,Mélange,367,50,83,56,155,76.54
M4,2023-10-03,Mélange,460,42,91,54,192,72.9
M4,2024-10-09,Polyester,60,62,74,53,236,80.53
M2,2024-06-12,Mélange,415,70,67,40,237,82.68
M8,2025-11-05,Coton,250,67,74,35,191,85.2
M5,2024-03-28,Soie,175,41,87,33,250,71.05
M2,2023-01-28,Mélange,386,63,87,37,140,81.19
M1,2023-01-11,Soie,273,44,80,31,134,70.0
M10,2025-11-14,Mélange,387,64,92,55,151,82.71
M10,2023-12-14,Soie,285,44,79,36,235,72.1
M1,2023-05-25,Mélange,71,77,62,33,71,82.95
M7,2024-09-17,Coton,484,43,73,49,98,71.15
M9,2024-07-22,Mélange,100,74,98,36,69,82.62
M2,2025-08-23,Soie,174,75,93,33,164,83.76
M9,2025-01-12,Polyester,95,73,82,59,167,77.55
M1,2025-03-13,Mélange,245,61,85,54,202,81.0
M8,2025-08-06,Lin,318,42,60,45,99,70.0
M1,2023-08-07,Mélange,107,58,88,34,221,78.86
M6,2025-12-23,Soie,194,41,89,46,117,71.74
M1,2025-10-19,Mélange,163,43,85,49,173,74.46
M10,2025-04-14,Polyester,102,56,82,39,215,81.29
M8,2023-07-13,Coton,183,64,90,38,204,82.52
M9,2025-06-25,Mélange,420,66,88,41,77,80.87
M8,2023-06-22,Coton,93,67,79,41,170,81.04
M10,2023-09-02,Polyester,470,65,73,39,123,78.94
M8,2023-06-17,Lin,351,49,61,53,68,72.25
M6,2025-08-16,Soie,219,53,75,54,180,72.37
M4,2025-09-16,Coton,396,52,66,42,186,75.39
M2,2024-09-16,Mélange,450,50,86,33,155,70.39
M3,2023-03-12,Coton,486,46,69,38,230,70.94
M5,2025-01-17,Polyester,214,41,63,40,135,70.0
M1,2024-07-21,Mélange,350,75,73,48,276,83.77
M8,2024-02-13,Lin,316,72,90,34,139,83.45
M4,2025-01-01,Coton,153,58,75,46,116,75.39
M1,2025-05-20,Mélange,90,58,74,40,100,75.23
M4,2025-11-14,Coton,301,57,66,44,205,76.5
M6,2024-12-07,Polyester,261,64,69,46,218,78.64
M6,2024-03-15,Coton,317,78,84,35,97,83.04
M6,2023-03-08,Soie,78,40,70,34,123,70.0
M5,2023-03-12,Coton,240,64,89,44,278,84.19
M2,2023-09-28,Polyester,315,76,62,56,127,77.96
M3,2024-01-23,Mélange,56,61,64,43,163,76.52
M9,2024-09-18,Coton,485,51,73,48,92,79.64
M5,2025-07-26,Polyester,298,80,99,31,209,84.15
M4,2025-06-27,Soie,92,60,68,45,160,73.9
M9,2023-05-23,Polyester,205,59,69,30,97,76.07
M9,2023-12-03,Lin,178,74,94,56,160,83.44
M4,2023-04-03,Soie,170,69,64,39,153,77.66
M2,2025-10-26,Mélange,66,49,84,51,157,74.74
M2,2025-10-14,Polyester,453,47,98,54,123,77.38
M1,2023-09-19,Soie,93,41,76,44,298,76.5
M2,2024-07-22,Coton,467,77,99,34,247,88.3
M10,2025-04-10,Lin,205,71,86,47,201,85.82
M2,2023-02-17,Coton,162,56,65,38,83,71.57
M2,2023-06-03,Coton,489,75,100,33,139,83.8
M4,2025-11-01,Lin,211,80,67,44,283,77.52
M5,2023-10-24,Polyester,280,42,92,41,166,74.58
M5,2025-09-15,Coton,463,64,89,33,135,82.51
M9,2024-07-09,Lin,85,41,72,33,127,71.33
M6,2024-10-09,Soie,114,49,89,40,229,77.06
M1,2024-05-09,Soie,421,57,61,37,114,73.66
M10,2023-04-20,Mélange,364,73,88,30,214,81.12
M2,2025-07-10,Lin,251,79,78,32,107,83.11
M2,2024-08-12,Coton,476,64,61,37,102,77.33
M4,2024-04-03,Coton,409,75,62,41,185,76.87
M1,2024-05-14,Coton,63,74,98,42,224,87.8
M2,2024-01-02,Lin,214,54,85,31,159,78.26
M5,2024-09-13,Soie,198,73,85,44,213,83.87
M10,2023-08-01,Mélange,352,57,92,38,192,81.5
M4,2024-08-01,Soie,463,46,61,31,295,74.83
M2,2024-10-07,Soie,298,54,90,40,206,78.99
M4,2023-08-04,Coton,277,73,66,33,298,79.49
M10,2023-03-03,Soie,476,43,62,38,217,70.0
M5,2025-07-15,Polyester,200,45,82,40,277,75.26
M5,2025-12-14,Lin,168,54,93,39,229,80.52
M6,2025-01-27,Polyester,132,54,96,33,182,79.39
M4,2023-05-20,Lin,234,55,60,58,299,70.0
M10,2023-12-13,Mélange,142,64,100,42,149,85.01
M2,2023-10-28,Mélange,294,69,75,33,176,82.22
M5,2025-12-05,Soie,405,49,77,46,186,76.8
M4,2024-11-08,Mélange,471,62,93,42,279,84.52
M10,2025-02-09,Lin,493,70,84,47,176,82.93
M2,2024-10-13,Lin,190,76,72,55,91,82.7
M8,2025-02-16,Coton,270,40,83,41,203,74.36
M4,2025-02-13,Polyester,286,78,68,33,285,78.7
M3,2023-06-25,Polyester,62,65,97,47,216,85.14
M5,2025-12-20,Soie,204,65,73,56,211,75.92
M8,2024-08-01,Coton,102,58,100,50,143,81.13
M4,2024-12-27,Mélange,417,55,76,51,93,76.88
M2,2024-06-05,Mélange,252,65,97,60,98,82.49
M10,2024-01-01,Coton,218,41,99,59,104,72.92
M1,2024-07-03,Coton,451,47,63,32,269,72.21
M7,2024-05-25,Coton,483,77,89,36,203,86.24
M10,2023-01-22,Mélange,91,48,65,57,119,70.0
M9,2025-07-27,Mélange,121,52,93,57,137,74.72
M10,2023-11-07,Mélange,76,75,85,45,92,85.21
M2,2025-08-21,Coton,185,56,93,33,186,78.11
M4,2023-10-05,Soie,488,63,80,53,167,79.53
M3,2023-01-14,Coton,445,73,95,34,284,83.97
M4,2024-02-21,Coton,319,65,78,33,183,74.69
M4,2023-12-21,Coton,129,52,86,38,255,76.62
M7,2025-10-19,Mélange,172,67,92,36,141,82.09
M2,2023-03-08,Soie,483,69,87,38,63,83.97
M10,2024-03-26,Coton,415,76,74,51,105,81.0
M9,2023-07-20,Lin,375,65,89,59,86,83.86
M4,2025-06-28,Soie,348,56,98,57,219,76.18
M3,2024-05-10,Lin,210,51,99,43,254,83.32
M9,2025-12-18,Polyester,439,55,100,43,256,81.65
M7,2023-04-02,Mélange,107,47,64,39,260,73.42
M7,2025-08-16,Polyester,62,78,93,30,142,85.16
M2,2025-01-25,Polyester,212,62,98,51,228,85.28
M7,2025-01-06,Lin,449,70,93,45,297,84.83
M6,2024-07-08,Mélange,100,49,61,52,246,70.0
M8,2024-07-24,Lin,109,66,71,58,245,80.24
M1,2023-09-26,Lin,124,52,80,46,136,77.17
M1,2025-10-16,Lin,368,60,82,51,218,79.64
M8,2024-08-28,Lin,419,69,96,36,214,86.57
M10,2023-05-24,Polyester,440,62,64,48,224,74.74
M8,2025-04-13,Polyester,399,45,64,32,182,70.89
M8,2024-11-15,Coton,161,73,87,34,150,81.92
M7,2024-12-28,Coton,102,50,83,60,202,74.34
M3,2024-07-08,Lin,156,41,60,47,70,70.04
M1,2025-05-21,Mélange,408,49,96,60,102,73.9
M9,2023-02-02,Lin,311,69,74,60,292,76.94
M8,2024-04-23,Mélange,318,52,65,35,222,75.3
M7,2023-01-16,Polyester,440,58,94,41,98,83.17
M3,2025-05-05,Coton,82,79,88,57,65,84.77
M9,2023-08-20,Soie,179,44,87,51,243,75.89
M7,2025-12-24,Lin,372,65,80,32,100,78.31
M6,2023-01-17,Polyester,219,45,61,30,153,71.41
M2,2023-07-06,Mélange,205,74,76,52,92,81.6
M4,2023-03-08,Coton,56,53,86,30,175,76.56
M6,2023-11-09,Coton,128,73,74,30,240,81.99
M3,2025-02-14,Polyester,151,69,81,55,112,79.35
M10,2023-07-23,Lin,484,75,61,57,215,81.42
M7,2025-08-24,Lin,113,67,87,49,158,79.64
M5,2024-05-03,Coton,177,53,60,38,155,75.76
M1,2024-01-01,Soie,100,67,85,38,208,80.95
M9,2024-12-21,Polyester,198,61,95,30,85,79.81
M2,2025-03-17,Soie,258,59,69,48,165,73.12
M1,2023-06-27,Mélange,116,58,66,33,151,73.29
M1,2024-02-24,Mélange,462,66,99,48,240,82.92
M4,2025-04-23,Coton,218,50,81,41,100,75.18
M3,2025-04-15,Lin,388,75,63,40,188,79.83
M8,2025-12-10,Polyester,170,62,77,53,74,80.32
M8,2023-02-03,Soie,139,61,72,49,153,78.32
M2,2025-07-27,Polyester,447,50,80,40,189,76.62
M3,2024-01-08,Soie,278,74,95,47,105,84.61
M2,2023-05-12,Soie,191,74,97,30,120,82.84
M9,2025-07-03,Mélange,53,77,90,33,274,88.3
M5,2024-12-25,Lin,141,78,74,41,239,81.93
M5,2024-10-14,Polyester,355,51,62,40,248,76.01
M8,2023-02-22,Polyester,277,71,98,49,278,85.61
M4,2024-06-15,Soie,353,75,74,30,241,80.3
M7,2025-02-03,Lin,276,56,80,54,282,79.14
M7,2025-08-02,Coton,331,76,82,60,195,84.74
M2,2023-04-13,Polyester,387,50,71,33,258,72.58
M9,2025-04-09,Mélange,447,64,63,30,294,74.02
M8,2025-10-17,Soie,398,44,68,51,189,71.49
M10,2024-05-13,Mélange,419,54,60,51,295,73.68
M2,2025-08-19,Coton,432,55,96,49,253,82.68
M10,2024-12-13,Lin,288,46,100,59,297,77.01
M1,2025-11-12,Lin,158,73,91,53,198,85.74
M3,2025-11-04,Mélange,237,75,99,46,161,91.38
M9,2025-04-02,Polyester,447,55,96,44,161,82.26
M10,2025-05-20,Coton,380,40,90,37,187,75.02
M10,2025-11-22,Mélange,485,59,77,40,178,75.06
M5,2025-03-24,Polyester,191,47,62,44,163,70.0
M7,2023-05-25,Lin,247,80,81,39,227,85.78
M8,2025-05-08,Polyester,340,46,85,30,299,73.61
M6,2025-06-21,Mélange,383,72,73,59,216,78.37
M10,2024-09-28,Coton,286,78,96,60,169,86.09
M6,2025-09-03,Soie,309,54,91,40,166,79.28
M7,2023-08-27,Soie,319,59,73,39,233,79.36
M4,2023-11-21,Coton,276,46,89,44,159,77.57
M4,2025-09-07,Polyester,386,41,100,30,185,73.81
M7,2025-09-11,Mélange,130,49,72,36,243,75.28
M5,2025-06-05,Coton,170,52,86,48,210,77.77
M9,2023-11-26,Polyester,399,42,71,37,82,72.25
M7,2025-11-23,Polyester,150,50,89,37,140,76.25
M6,2025-12-02,Coton,195,79,88,34,127,83.8
M4,2023-05-14,Lin,115,55,77,45,184,78.07
M10,2024-06-12,Polyester,67,77,75,52,151,82.73
M8,2024-05-03,Coton,126,42,62,43,89,71.56
M4,2024-07-04,Soie,208,56,83,48,130,78.26
M3,2025-02-21,Coton,332,76,75,59,229,77.33
M3,2024-12-13,Soie,396,40,86,40,67,73.33
M2,2025-12-21,Lin,136,49,94,50,120,80.09
M1,2025-06-08,Polyester,247,58,78,43,202,78.01
M1,2024-10-11,Polyester,239,63,80,55,300,78.41
M1,2024-08-16,Lin,258,53,81,43,61,79.67
M9,2023-08-14,Mélange,460,59,73,37,225,75.28
M4,2024-01-01,Mélange,420,78,63,38,233,77.51
M9,2025-11-27,Lin,405,55,85,48,156,78.58
M3,2023-03-02,Soie,338,41,71,60,235,70.0
M10,2024-10-02,Soie,241,61,61,42,86,73.97
M7,2023-01-02,Soie,62,44,81,51,87,73.85
M4,2023-08-14,Mélange,484,53,76,39,216,76.88
M10,2023-09-21,Soie,133,47,84,35,246,74.88
M4,2023-12-20,Lin,436,54,97,53,222,80.61
M3,2024-04-01,Mélange,243,79,69,33,60,84.73
M8,2023-09-05,Coton,131,51,86,31,281,75.01
M3,2023-08-25,Mélange,169,69,88,53,131,83.26
M1,2025-09-18,Polyester,196,79,95,40,185,86.68
M8,2023-03-23,Lin,330,49,63,42,109,71.01
M9,2023-05-09,Coton,90,50,86,48,201,76.43
M7,2025-05-16,Soie,237,72,97,40,95,85.04
M7,2023-11-14,Coton,482,76,86,56,237,84.52
M5,2024-03-12,Soie,129,80,76,59,269,87.1
M8,2024-08-18,Lin,281,75,89,52,124,83.47
M9,2025-10-09,Polyester,57,68,60,55,238,75.57
M7,2023-07-03,Polyester,295,69,89,54,282,82.57
M3,2023-09-10,Mélange,313,72,98,44,295,87.79
M3,2023-07-22,Soie,317,43,98,34,191,76.83
M2,2024-04-28,Soie,181,47,88,30,60,77.27
M8,2024-12-23,Coton,380,73,87,31,145,77.65
M7,2025-07-13,Mélange,313,40,72,32,236,70.0
M5,2023-08-19,Soie,495,76,83,50,76,83.41
M9,2025-06-08,Lin,113,51,76,34,202,76.49
M6,2025-02-20,Polyester,92,65,61,32,207,71.97
M9,2025-02-16,Polyester,334,41,93,44,60,70.68
M1,2023-06-06,Mélange,449,65,91,57,289,82.44
M1,2024-01-10,Soie,289,46,63,45,271,72.89
M4,2024-10-13,Lin,267,75,97,41,247,84.92
M8,2023-06-03,Lin,381,58,86,32,231,76.03
M2,2024-01-27,Coton,474,76,60,31,233,76.06
M2,2023-06-02,Soie,334,63,61,53,105,75.72
M3,2025-11-08,Polyester,390,58,96,45,101,81.35
M10,2025-08-12,Lin,66,45,60,51,104,71.29
M10,2025-11-28,Mélange,292,57,89,51,237,73.99
M6,2025-08-24,Lin,494,78,87,40,212,84.09
M5,2025-11-22,Polyester,475,50,82,34,158,72.95
M10,2024-05-04,Polyester,392,50,63,39,81,71.89
M6,2025-06-03,Lin,275,58,62,60,263,71.72
M4,2024-07-24,Lin,284,79,74,57,173,83.7
M10,2025-07-25,Mélange,279,64,94,33,250,77.88
M1,2024-05-20,Mélange,213,61,91,54,82,80.79
M1,2025-09-03,Polyester,316,59,99,53,160,83.02
M5,2023-06-17,Polyester,351,79,62,46,74,85.61
M7,2024-06-01,Lin,195,42,82,44,125,73.84
M10,2024-06-25,Mélange,345,75,87,36,106,84.75
M4,2023-02-23,Polyester,124,68,97,33,84,79.79
M1,2025-07-17,Mélange,240,44,94,38,165,71.82
M10,2023-02-08,Mélange,392,60,98,37,269,83.69
M6,2023-11-15,Mélange,260,47,92,51,113,77.29
M4,2023-03-05,Polyester,404,74,60,58,254,79.96
M7,2025-03-01,Polyester,129,62,99,60,186,78.65
M6,2025-08-26,Polyester,201,74,70,56,207,81.04
M9,2024-08-22,Coton,417,79,69,60,76,84.24
M5,2024-01-10,Mélange,423,74,77,44,138,84.24
M3,2025-05-22,Mélange,176,69,66,45,244,80.45
M8,2023-08-11,Lin,91,56,87,32,177,77.62
M9,2025-03-14,Coton,464,57,82,55,96,74.36
M8,2024-10-18,Soie,367,72,93,50,218,87.91
M9,2025-05-15,Soie,290,61,78,38,144,77.28
M5,2025-03-24,Coton,170,57,60,33,295,73.71
M10,2024-03-23,Lin,262,40,81,60,214,70.0
