Tache_ID,Date,Produit,Type_tissu,Quantite_kg,Machine_utilisee,Duree_min,Resultat_qualite_pct
T03690,2023-03-22,Tissus techniques,Polyester,242,M2,187,75.28
T03691,2025-06-17,Serviettes,Polyester,399,M5,231,79.51
T03692,2023-08-08,Draps,Mélange,466,M9,265,79.93
T03693,2025-02-24,Housses,Coton,417,M10,241,79.93
T03694,2023-05-24,Serviettes,Polyester,106,M3,213,71.76
T03695,2024-04-12,Housses,Soie,239,M3,95,74.68
T03696,2025-12-17,Serviettes,Lin,65,M10,116,74.02
T03697,2025-08-25,Rideaux,Mélange,330,M1,269,83.64
T03698,2023-10-06,Housses,Lin,258,M8,172,70.96
T03699,2025-06-27,Draps,Polyester,228,M6,129,74.25
T03700,2025-10-10,Rideaux,Polyester,425,M5,96,74.96
T03701,2025-11-15,Serviettes,Soie,125,M7,203,77.28
T03702,2023-03-26,Serviettes,Lin,460,M5,196,77.44
T03703,2023-04-16,Rideaux,Polyester,403,M8,223,73.73
T03704,2025-04-16,Housses,Polyester,97,M4,212,73.85
T03705,2023-02-04,Tissus techniques,Polyester,160,M2,97,78.43
T03706,2024-05-12,Tissus techniques,Mélange,243,M8,293,76.85
T03707,2024-08-02,Rideaux,Soie,104,M8,83,72.69
T03708,2024-10-21,Draps,Mélange,164,M4,262,74.51
T03709,2023-04-12,Tissus techniques,Lin,445,M6,146,83.14
T03710,2023-02-07,Rideaux,Mélange,206,M2,254,71.5
T03711,2023-12-24,Serviettes,Polyester,92,M2,289,71.5
T03712,2023-08-07,Serviettes,Coton,388,M3,93,76.4
T03713,2023-02-15,Serviettes,Mélange,139,M3,221,70.0
T03714,2024-01-26,Tissus techniques,Mélange,251,M9,238,74.03
T03715,2025-11-14,Tissus techniques,Lin,50,M8,64,74.32
T03716,2025-10-14,Rideaux,Mélange,326,M7,265,78.22
T03717,2023-10-24,Housses,Mélange,487,M8,140,81.67
T03718,2024-09-04,Housses,Lin,369,M10,254,77.82
T03719,2024-10-26,Draps,Coton,59,M3,218,72.75
T03720,2025-05-19,Serviettes,Mélange,490,M4,141,77.4
T03721,2023-10-08,Serviettes,Soie,238,M4,92,73.83
T03722,2025-12-13,Housses,Polyester,484,M9,250,80.26
T03723,2024-04-28,Serviettes,Coton,406,M2,276,78.95
T03724,2023-12-25,Draps,Soie,478,M6,259,80.52
T03725,2023-04-06,Serviettes,Mélange,403,M7,293,77.64
T03726,2025-02-27,Draps,Mélange,243,M7,139,73.73
T03727,2025-02-03,Rideaux,Coton,433,M7,135,88.13
T03728,2025-11-27,Rideaux,Soie,458,M6,214,81.88
T03729,2023-04-20,Tissus techniques,Polyester,354,M8,203,78.32
T03730,2023-07-19,Draps,Coton,319,M1,60,75.68
T03731,2024-08-01,Serviettes,Lin,132,M7,70,71.29
T03732,2025-01-27,Housses,Mélange,445,M9,138,78.51
T03733,2025-04-19,Draps,Lin,405,M5,218,78.98
T03734,2024-04-04,Draps,Polyester,158,M9,192,70.0
T03735,2025-11-22,Housses,Lin,101,M3,219,70.0
T03736,2025-01-10,Rideaux,Lin,307,M3,120,74.23
T03737,2025-07-04,Tissus techniques,Coton,441,M2,65,79.44
T03738,2025-10-16,Serviettes,Mélange,369,M4,242,76.66
T03739,2025-03-03,Serviettes,Coton,70,M2,152,75.83
T03740,2023-01-14,Draps,Mélange,300,M9,137,71.55
T03741,2025-08-22,Draps,Polyester,395,M3,239,75.65
T03742,2023-10-15,Tissus techniques,Soie,482,M7,231,84.2
T03743,2023-02-02,Draps,Mélange,208,M6,111,74.55
T03744,2023-10-24,Rideaux,Lin,118,M4,158,75.01
T03745,2024-12-26,Serviettes,Lin,292,M2,126,81.99
T03746,2024-12-06,Rideaux,Coton,296,M7,267,73.84
T03747,2023-04-08,Serviettes,Soie,240,M1,208,74.5
T03748,2025-05-10,Rideaux,Mélange,163,M2,186,72.44
T03749,2025-05-24,Housses,Lin,262,M1,264,70.0
T03750,2023-07-03,Tissus techniques,Mélange,292,M7,117,74.91
T03751,2025-01-16,Serviettes,Soie,133,M3,275,75.3
T03752,2025-06-16,Rideaux,Mélange,183,M9,121,75.28
T03753,2024-04-20,Draps,Soie,472,M1,86,81.3
T03754,2023-09-20,Housses,Mélange,102,M1,96,70.91
T03755,2025-06-27,Tissus techniques,Mélange,316,M3,104,74.35
T03756,2025-04-08,Rideaux,Mélange,269,M3,114,79.19
T03757,2024-03-22,Serviettes,Lin,472,M5,292,77.95
T03758,2023-03-14,Rideaux,Coton,58,M2,126,72.04
T03759,2025-05-26,Serviettes,Lin,52,M6,157,71.53
T03760,2024-06-25,Tissus techniques,Soie,265,M1,246,79.69
T03761,2024-02-21,Serviettes,Polyester,113,M8,126,75.17
T03762,2023-05-06,Draps,Coton,327,M5,120,72.65
T03763,2025-09-27,Housses,Mélange,152,M10,66,70.0
T03764,2023-12-04,Tissus techniques,Mélange,260,M5,159,76.94
T03765,2024-09-01,Serviettes,Soie,390,M9,181,77.61
T03766,2024-12-18,Rideaux,Coton,372,M2,174,76.07
T03767,2024-11-23,Tissus techniques,Coton,125,M5,185,75.55
T03768,2025-07-21,Housses,Polyester,452,M10,176,79.6
T03769,2024-07-10,Tissus techniques,Mélange,130,M7,154,72.76
T03770,2025-11-21,Draps,Lin,331,M3,181,78.96
T03771,2024-12-10,Tissus techniques,Mélange,435,M5,243,77.57
T03772,2025-03-11,Rideaux,Polyester,289,M7,122,80.49
T03773,2024-05-26,Tissus techniques,Mélange,137,M1,72,70.38
T03774,2023-04-16,Tissus techniques,Mélange,176,M6,297,75.49
T03775,2023-12-24,Housses,Coton,170,M8,93,77.7
T03776,2025-05-06,Draps,Polyester,264,M6,118,71.15
T03777,2024-03-03,Tissus techniques,Coton,222,M8,94,73.41
T03778,2024-08-15,Housses,Mélange,148,M1,266,76.39
T03779,2023-03-24,Draps,Lin,69,M5,108,74.85
T03780,2023-01-26,Tissus techniques,Soie,339,M1,244,76.27
T03781,2023-11-03,Serviettes,Coton,480,M6,285,77.4
T03782,2023-03-08,Housses,Mélange,208,M1,279,77.03
T03783,2025-10-11,Rideaux,Polyester,55,M7,273,74.65
T03784,2023-08-04,Housses,Coton,76,M7,111,70.0
T03785,2023-10-18,Rideaux,Polyester,191,M9,73,70.21
T03786,2024-07-15,Tissus techniques,Polyester,411,M7,95,78.9
T03787,2025-10-26,Draps,Soie,215,M2,162,76.19
T03788,2024-02-05,Tissus techniques,Polyester,495,M5,294,79.0
T03789,2024-04-16,Draps,Polyester,134,M2,261,74.72
T03790,2024-02-12,Serviettes,Lin,334,M8,172,74.55
T03791,2025-08-26,Draps,Coton,53,M10,195,70.0
T03792,2024-05-12,Draps,Soie,376,M10,112,76.25
T03793,2024-11-16,Tissus techniques,Lin,392,M4,191,78.03
T03794,2025-02-06,Serviettes,Polyester,475,M5,225,78.67
T03795,2023-11-07,Tissus techniques,Coton,251,M3,61,71.54
T03796,2023-08-14,Draps,Lin,376,M1,221,72.07
T03797,2024-01-15,Serviettes,Soie,171,M7,167,71.88
T03798,2025-01-08,Draps,Soie,477,M10,224,82.23
T03799,2024-07-01,Tissus techniques,Mélange,57,M5,289,74.91
T03800,2024-11-14,Draps,Coton,222,M6,211,78.0
T03801,2023-12-03,Housses,Mélange,192,M10,108,71.39
T03802,2024-05-20,Housses,Coton,384,M7,81,74.22
T03803,2024-10-02,Serviettes,Mélange,274,M10,238,76.97
T03804,2025-03-14,Serviettes,Lin,216,M6,295,76.23
T03805,2024-08-10,Draps,Mélange,183,M6,222,74.86
T03806,2023-09-21,Housses,Coton,272,M7,66,70.0
T03807,2023-07-08,Rideaux,Coton,348,M2,241,74.36
T03808,2024-02-14,Housses,Lin,113,M4,297,72.17
T03809,2023-04-13,Serviettes,Polyester,215,M3,196,75.76
T03810,2023-05-22,Serviettes,Lin,141,M7,125,75.12
T03811,2024-05-27,Rideaux,Mélange,98,M7,137,72.39
T03812,2025-05-14,Draps,Polyester,498,M3,222,80.95
T03813,2025-07-18,Draps,Polyester,363,M2,152,77.51
T03814,2024-08-10,Draps,Soie,403,M10,124,80.12
T03815,2025-02-15,Housses,Coton,266,M1,231,76.26
T03816,2025-09-04,Serviettes,Polyester,275,M1,160,75.7
T03817,2023-03-23,Housses,Mélange,419,M3,97,77.57
T03818,2024-09-19,Tissus techniques,Coton,209,M8,73,74.42
T03819,2024-08-12,Housses,Soie,467,M6,68,80.79
T03820,2023-11-22,Draps,Lin,481,M2,233,80.42
T03821,2025-12-15,Housses,Soie,445,M7,137,80.04
T03822,2025-08-01,Rideaux,Mélange,259,M1,81,79.21
T03823,2024-06-13,Draps,Lin,208,M7,165,74.96
T03824,2023-06-14,Housses,Polyester,82,M3,276,70.0
T03825,2024-02-14,Serviettes,Mélange,421,M1,104,81.07
T03826,2024-02-26,Rideaux,Lin,127,M9,295,70.0
T03827,2025-05-16,Rideaux,Soie,350,M8,193,73.76
T03828,2024-02-07,Tissus techniques,Mélange,87,M10,130,72.75
T03829,2025-01-21,Rideaux,Polyester,425,M7,119,80.05
T03830,2024-11-18,Draps,Coton,431,M3,298,74.88
T03831,2024-03-20,Draps,Soie,102,M5,91,70.89
T03832,2023-03-04,Serviettes,Mélange,70,M6,193,70.0
T03833,2025-12-17,Rideaux,Coton,348,M4,160,75.5
T03834,2025-11-24,Serviettes,Soie,372,M4,83,80.27
T03835,2023-12-10,Housses,Polyester,267,M1,179,77.46
T03836,2025-02-24,Housses,Lin,369,M6,289,77.32
T03837,2023-02-19,Serviettes,Mélange,225,M3,94,72.86
T03838,2023-10-07,Draps,Coton,209,M3,277,70.13
T03839,2023-02-03,Rideaux,Polyester,297,M10,237,80.2
T03840,2024-11-24,Draps,Polyester,496,M10,247,81.7
T03841,2025-11-19,Housses,Mélange,386,M4,80,75.6
T03842,2025-03-01,Tissus techniques,Coton,210,M4,209,76.36
T03843,2024-05-08,Serviettes,Mélange,191,M6,275,73.61
T03844,2025-02-05,Housses,Mélange,157,M9,177,72.28
T03845,2025-09-17,Rideaux,Lin,89,M1,172,73.09
T03846,2024-10-03,Rideaux,Mélange,280,M7,273,73.38
T03847,2024-03-15,Serviettes,Coton,499,M1,209,78.95
T03848,2023-01-27,Draps,Mélange,337,M8,75,77.1
T03849,2024-11-27,Housses,Mélange,150,M3,252,71.5
T03850,2025-03-27,Rideaux,Coton,90,M2,156,73.81
T03851,2023-09-01,Draps,Soie,326,M1,299,82.13
T03852,2024-04-06,Housses,Coton,467,M10,178,77.08
T03853,2024-11-21,Draps,Soie,301,M3,78,71.02
T03854,2025-09-20,Draps,Soie,264,M6,224,70.0
T03855,2023-11-11,Tissus techniques,Polyester,239,M4,131,74.33
T03856,2023-01-26,Serviettes,Soie,399,M8,81,75.99
T03857,2024-02-15,Serviettes,Soie,277,M6,119,76.16
T03858,2025-10-28,Housses,Polyester,182,M4,233,74.04
T03859,2023-12-21,Tissus techniques,Coton,478,M2,198,74.75
T03860,2024-10-17,Draps,Polyester,447,M3,226,73.5
T03861,2023-09-12,Housses,Lin,340,M4,73,77.69
T03862,2023-05-22,Rideaux,Mélange,124,M3,291,72.89
T03863,2025-05-14,Housses,Mélange,289,M7,221,74.5
T03864,2023-07-27,Tissus techniques,Coton,109,M9,155,70.0
T03865,2024-01-24,Draps,Coton,475,M1,276,80.91
T03866,2025-03-02,Tissus techniques,Lin,276,M9,294,79.34
T03867,2025-07-13,Rideaux,Polyester,392,M8,288,78.67
T03868,2023-10-11,Rideaux,Soie,134,M10,70,70.14
T03869,2023-05-03,Serviettes,Mélange,264,M6,78,75.41
T03870,2024-07-16,Serviettes,Soie,126,M8,103,70.0
T03871,2024-10-26,Draps,Soie,147,M6,216,76.11
T03872,2025-04-04,Serviettes,Coton,407,M6,79,78.39
T03873,2025-01-01,Housses,Mélange,359,M2,104,71.88
T03874,2025-10-17,Serviettes,Polyester,317,M7,84,75.44
T03875,2023-11-03,Draps,Coton,147,M6,292,74.33
T03876,2025-01-15,Tissus techniques,Coton,79,M10,83,70.58
T03877,2023-01-22,Rideaux,Polyester,480,M10,118,78.77
T03878,2025-08-20,Rideaux,Mélange,242,M4,193,71.17
T03879,2025-05-11,Serviettes,Polyester,421,M5,280,80.12
T03880,2024-09-04,Housses,Soie,246,M3,271,72.97
T03881,2023-12-22,Draps,Coton,147,M8,119,70.0
T03882,2024-04-15,Rideaux,Soie,435,M1,192,77.59
T03883,2023-06-03,Housses,Coton,424,M8,186,81.42
T03884,2025-04-07,Tissus techniques,Mélange,144,M7,76,71.72
T03885,2024-12-27,Rideaux,Soie,185,M6,153,78.91
T03886,2024-06-08,Draps,Coton,72,M3,165,72.73
T03887,2024-09-20,Tissus techniques,Polyester,484,M3,181,80.7
T03888,2024-08-03,Rideaux,Mélange,354,M2,105,76.69
T03889,2024-06-05,Housses,Coton,397,M7,148,77.74
T03890,2023-10-27,Tissus techniques,Mélange,178,M5,175,72.77
T03891,2024-01-03,Rideaux,Mélange,381,M7,269,76.71
T03892,2024-09-28,Rideaux,Mélange,467,M3,173,80.93
T03893,2023-06-09,Rideaux,Lin,496,M9,108,77.11
T03894,2025-03-09,Draps,Lin,146,M1,193,70.0
T03895,2025-10-24,Draps,Lin,132,M10,132,70.0
T03896,2023-10-15,Draps,Polyester,68,M2,72,77.5
T03897,2023-11-08,Housses,Polyester,109,M5,229,73.77
T03898,2023-11-23,Housses,Coton,81,M10,137,72.53
T03899,2023-02-15,Tissus techniques,Polyester,369,M2,205,74.21
T03900,2023-09-07,Serviettes,Polyester,339,M6,269,78.65
T03901,2023-02-01,Housses,Soie,408,M8,67,77.81
T03902,2025-03-10,Housses,Coton,87,M7,207,72.38
T03903,2025-04-26,Rideaux,Soie,379,M9,256,74.65
T03904,2024-08-14,Serviettes,Mélange,291,M5,250,76.3
T03905,2024-08-20,Serviettes,Coton,405,M8,97,76.83
T03906,2023-12-16,Housses,Lin,87,M10,239,70.0
T03907,2025-03-16,Housses,Coton,415,M1,163,80.5
T03908,2025-09-21,Rideaux,Soie,198,M3,196,70.0
T03909,2024-04-10,Rideaux,Soie,248,M4,233,76.65
T03910,2024-09-28,Tissus techniques,Lin,99,M2,81,74.03
T03911,2023-06-10,Housses,Lin,210,M9,157,71.56
T03912,2024-05-11,Tissus techniques,Polyester,209,M4,90,71.72
T03913,2023-03-18,Draps,Polyester,247,M2,111,74.27
T03914,2024-09-06,Serviettes,Lin,388,M3,219,78.61
T03915,2025-01-23,Rideaux,Soie,51,M9,134,70.56
T03916,2024-11-22,Tissus techniques,Polyester,67,M8,94,72.64
T03917,2024-09-28,Draps,Coton,313,M8,219,81.55
T03918,2025-10-16,Draps,Soie,359,M1,198,75.66
T03919,2024-09-03,Rideaux,Lin,300,M8,238,70.85
T03920,2023-02-12,Serviettes,Soie,214,M1,179,76.76
T03921,2025-12-07,Tissus techniques,Coton,485,M4,107,84.75
T03922,2023-05-02,Tissus techniques,Lin,446,M3,274,80.1
T03923,2023-04-13,Serviettes,Mélange,98,M10,266,70.0
T03924,2024-10-20,Draps,Coton,454,M2,114,78.71
T03925,2023-08-08,Tissus techniques,Soie,96,M10,240,70.0
T03926,2024-08-04,Housses,Soie,351,M7,261,78.95
T03927,2025-08-17,Draps,Soie,138,M7,157,70.0
T03928,2024-02-25,Rideaux,Coton,271,M9,104,74.52
T03929,2024-11-23,Rideaux,Mélange,302,M1,73,73.03
T03930,2024-04-06,Draps,Lin,281,M2,230,76.0
T03931,2025-03-03,Rideaux,Coton,445,M10,264,77.8
T03932,2024-11-01,Housses,Soie,436,M3,177,79.25
T03933,2023-02-26,Tissus techniques,Soie,154,M5,205,73.15
T03934,2025-03-18,Rideaux,Lin,270,M8,193,72.44
T03935,2024-12-03,Tissus techniques,Mélange,482,M5,62,81.52
T03936,2024-05-18,Rideaux,Coton,115,M1,164,72.15
T03937,2023-03-24,Tissus techniques,Mélange,468,M8,284,76.39
T03938,2023-08-01,Draps,Polyester,186,M10,233,80.44
T03939,2025-08-16,Draps,Polyester,319,M10,250,77.81
T03940,2023-08-18,Draps,Lin,401,M6,212,77.56
T03941,2025-04-07,Housses,Mélange,89,M10,185,76.03
T03942,2025-11-19,Serviettes,Soie,306,M7,291,81.65
T03943,2024-03-04,Rideaux,Coton,91,M3,241,71.38
T03944,2024-02-01,Housses,Coton,420,M3,195,79.44
T03945,2025-03-16,Tissus techniques,Polyester,243,M6,108,71.9
T03946,2025-10-26,Housses,Lin,301,M7,243,75.58
T03947,2025-11-15,Serviettes,Lin,265,M5,101,74.7
T03948,2024-11-14,Tissus techniques,Soie,158,M1,82,73.71
T03949,2024-03-27,Serviettes,Polyester,387,M3,184,78.74
T03950,2025-10-22,Rideaux,Lin,194,M1,296,75.56
T03951,2024-02-23,Tissus techniques,Lin,442,M8,162,79.55
T03952,2024-05-16,Housses,Polyester,317,M7,67,72.71
T03953,2025-06-13,Rideaux,Coton,167,M2,241,70.52
T03954,2023-07-13,Tissus techniques,Coton,420,M3,216,76.76
T03955,2025-08-05,Housses,Polyester,220,M2,111,73.55
T03956,2025-06-28,Tissus techniques,Coton,357,M10,73,80.29
T03957,2023-11-09,Housses,Coton,255,M9,78,71.61
T03958,2023-07-21,Rideaux,Mélange,476,M6,235,78.45
T03959,2023-04-21,Tissus techniques,Lin,399,M3,170,80.84
T03960,2023-04-16,Rideaux,Coton,221,M5,113,73.52
T03961,2023-03-24,Tissus techniques,Coton,131,M8,203,74.0
T03962,2024-07-23,Serviettes,Polyester,489,M1,156,79.36
T03963,2025-09-07,Tissus techniques,Polyester,354,M5,243,77.85
T03964,2024-09-16,Draps,Lin,159,M1,180,72.49
T03965,2025-02-02,Rideaux,Soie,206,M1,249,76.12
T03966,2023-07-15,Rideaux,Coton,240,M9,158,70.16
T03967,2024-10-11,Serviettes,Polyester,421,M1,222,77.33
T03968,2025-08-23,Rideaux,Coton,211,M6,289,75.11
T03969,2023-08-11,Tissus techniques,Soie,182,M5,207,75.24
T03970,2024-11-08,Housses,Lin,99,M5,202,76.46
T03971,2023-10-13,Rideaux,Lin,484,M5,243,78.51
T03972,2023-05-25,Serviettes,Soie,237,M5,250,79.18
T03973,2024-02-19,Draps,Soie,75,M1,223,70.0
T03974,2023-12-05,Serviettes,Soie,398,M6,292,81.95
T03975,2025-07-16,Housses,Mélange,130,M7,156,75.05
T03976,2023-05-08,Rideaux,Coton,287,M9,228,73.0
T03977,2023-05-17,Draps,Mélange,362,M7,152,78.16
T03978,2025-11-18,Tissus techniques,Coton,202,M7,216,73.89
T03979,2023-11-27,Draps,Coton,484,M10,116,81.56
T03980,2025-07-18,Tissus techniques,Polyester,295,M5,83,75.23
T03981,2023-03-23,Housses,Soie,269,M8,63,74.46
T03982,2025-05-09,Rideaux,Soie,461,M2,197,83.33
T03983,2024-10-10,Draps,Lin,358,M1,125,76.86
T03984,2023-09-02,Housses,Soie,121,M9,254,74.9
T03985,2025-04-11,Rideaux,Soie,101,M5,107,71.34
T03986,2024-01-19,Serviettes,Coton,354,M2,246,82.08
T03987,2023-12-03,Serviettes,Polyester,452,M10,268,77.0
T03988,2024-04-11,Serviettes,Lin,418,M5,90,76.52
T03989,2023-07-14,Tissus techniques,Lin,386,M1,168,82.29
T03990,2025-06-13,Tissus techniques,Coton,481,M10,60,78.29
T03991,2025-03-17,Housses,Polyester,457,M5,77,83.94
T03992,2023-02-23,Draps,Lin,64,M2,151,73.96
T03993,2023-03-26,Tissus techniques,Coton,491,M6,154,79.36
T03994,2024-12-05,Tissus techniques,Soie,393,M2,225,72.42
T03995,2024-02-02,Rideaux,Polyester,119,M9,197,72.32
T03996,2024-07-10,Tissus techniques,Mélange,311,M1,266,76.52
T03997,2025-01-23,Rideaux,Mélange,405,M6,99,81.6
T03998,2024-01-11,Draps,Mélange,238,M5,247,79.53
T03999,2025-07-09,Draps,Lin,298,M3,268,73.91
T04000,2025-02-04,Serviettes,Lin,156,M2,137,75.52
T04001,2024-09-18,Tissus techniques,Lin,262,M7,189,77.54
T04002,2023-03-20,Rideaux,Polyester,187,M9,147,76.96
T04003,2025-12-24,Housses,Soie,218,M3,279,75.86
T04004,2024-06-28,Tissus techniques,Coton,471,M1,148,73.59
T04005,2024-03-17,Rideaux,Polyester,491,M4,285,79.35
T04006,2023-10-21,Draps,Mélange,95,M2,169,70.0
T04007,2023-12-27,Housses,Soie,141,M10,235,72.21
T04008,2023-10-24,Rideaux,Soie,96,M4,157,74.86
T04009,2023-06-26,Draps,Coton,443,M1,112,79.78
T04010,2024-05-21,Housses,Lin,113,M3,62,75.7
T04011,2025-07-20,Housses,Soie,68,M1,237,72.39
T04012,2025-08-15,Rideaux,Soie,97,M6,152,70.0
T04013,2024-07-05,Serviettes,Mélange,400,M5,187,70.44
T04014,2024-05-14,Housses,Coton,427,M5,273,78.99
T04015,2024-08-17,Rideaux,Mélange,474,M1,208,78.84
T04016,2024-02-20,Housses,Coton,350,M6,212,74.07
T04017,2025-01-12,Tissus techniques,Coton,486,M4,270,74.62
T04018,2023-07-27,Tissus techniques,Lin,422,M6,247,76.24
T04019,2023-01-08,Draps,Polyester,486,M4,66,79.14
T04020,2025-08-26,Draps,Lin,166,M1,277,75.32
T04021,2023-05-14,Tissus techniques,Soie,264,M10,250,75.85
T04022,2024-09-21,Housses,Soie,424,M1,168,83.3
T04023,2024-02-02,Housses,Coton,368,M2,61,74.25
T04024,2024-11-05,Housses,Mélange,425,M7,186,81.14
T04025,2023-03-10,Housses,Polyester,229,M2,147,74.72
T04026,2025-08-02,Serviettes,Polyester,153,M5,263,75.14
T04027,2025-02-15,Draps,Coton,77,M4,227,70.23
T04028,2025-06-27,Tissus techniques,Coton,221,M9,118,77.64
T04029,2025-04-21,Rideaux,Mélange,193,M4,220,74.75
T04030,2024-05-16,Rideaux,Coton,269,M4,162,73.34
T04031,2025-06-07,Housses,Mélange,490,M3,189,79.76
T04032,2024-12-07,Tissus techniques,Mélange,383,M4,124,76.94
T04033,2025-02-03,Rideaux,Lin,232,M7,128,76.11
T04034,2023-11-13,Rideaux,Coton,270,M5,114,71.86
T04035,2025-04-27,Draps,Polyester,201,M1,252,73.93
T04036,2025-07-19,Tissus techniques,Polyester,101,M5,190,73.21
T04037,2023-07-28,Housses,Lin,283,M3,146,75.76
T04038,2024-04-20,Serviettes,Coton,81,M10,266,75.66
T04039,2025-03-22,Serviettes,Polyester,491,M2,83,82.14
T04040,2024-08-04,Rideaux,Polyester,410,M4,169,78.18
T04041,2024-04-04,Tissus techniques,Polyester,130,M2,86,73.25
T04042,2024-03-04,Housses,Lin,469,M7,250,80.27
T04043,2025-04-14,Draps,Mélange,350,M8,70,78.21
T04044,2024-04-28,Housses,Mélange,239,M6,85,70.0
T04045,2023-02-01,Serviettes,Mélange,325,M7,257,75.6
T04046,2025-09-25,Tissus techniques,Lin,220,M10,135,70.0
T04047,2023-03-08,Draps,Soie,494,M6,156,83.71
T04048,2024-05-11,Serviettes,Soie,419,M8,69,78.2
T04049,2025-07-09,Serviettes,Lin,237,M7,113,74.16
T04050,2025-06-03,Tissus techniques,Coton,151,M2,99,75.71
T04051,2023-10-03,Rideaux,Polyester,117,M4,198,73.61
T04052,2023-05-11,Rideaux,Coton,175,M3,182,70.11
T04053,2025-05-04,Rideaux,Polyester,271,M5,106,75.21
T04054,2023-06-12,Housses,Lin,496,M3,187,78.91
T04055,2023-10-06,Draps,Soie,204,M5,80,70.0
T04056,2025-02-10,Housses,Soie,133,M10,271,70.59
T04057,2025-12-16,Housses,Lin,117,M9,286,71.79
T04058,2024-06-07,Housses,Coton,437,M3,255,78.4
T04059,2025-12-04,Tissus techniques,Soie,463,M1,279,74.81
T04060,2024-12-01,Draps,Mélange,335,M10,292,80.15
T04061,2023-12-14,Housses,Soie,71,M2,180,71.11
T04062,2023-02-12,Draps,Mélange,491,M5,225,79.93
T04063,2024-05-09,Draps,Coton,80,M6,124,72.8
T04064,2025-04-21,Draps,Lin,115,M3,242,70.0
T04065,2024-05-19,Serviettes,Lin,129,M8,102,73.95
T04066,2024-11-10,Rideaux,Coton,500,M4,188,78.9
T04067,2025-04-10,Tissus techniques,Soie,384,M5,219,74.99
T04068,2025-06-06,Serviettes,Lin,484,M6,111,81.4
T04069,2025-08-16,Rideaux,Lin,130,M7,254,77.08
T04070,2024-02-13,Rideaux,Mélange,180,M4,254,75.77
T04071,2024-02-10,Rideaux,Polyester,421,M7,94,81.19
T04072,2024-01-11,Rideaux,Lin,307,M6,288,74.58
T04073,2024-06-18,Housses,Polyester,342,M10,85,72.05
T04074,2025-11-17,Housses,Coton,162,M5,180,77.71
T04075,2024-11-09,Rideaux,Mélange,345,M6,261,83.06
T04076,2025-06-07,Housses,Coton,113,M2,117,76.89
T04077,2023-09-27,Serviettes,Lin,427,M2,290,77.53
T04078,2023-02-28,Tissus techniques,Coton,439,M8,167,75.32
T04079,2023-06-03,Housses,Soie,155,M2,223,70.0
T04080,2023-03-26,Housses,Mélange,375,M4,115,72.45
T04081,2023-03-14,Rideaux,Lin,384,M9,84,77.36
T04082,2023-01-15,Rideaux,Mélange,329,M9,229,81.4
T04083,2025-09-16,Draps,Coton,232,M5,193,74.22
T04084,2024-01-09,Serviettes,Mélange,500,M1,74,80.91
T04085,2025-07-14,Tissus techniques,Polyester,315,M2,140,80.43
T04086,2023-10-08,Tissus techniques,Lin,124,M4,257,71.27
T04087,2023-10-07,Tissus techniques,Polyester,446,M7,206,85.03
T04088,2024-05-19,Rideaux,Soie,234,M10,291,80.66
T04089,2023-01-12,Rideaux,Mélange,335,M9,152,76.31
T04090,2023-08-07,Serviettes,Polyester,287,M10,82,74.01
T04091,2024-03-22,Housses,Coton,494,M8,290,81.97
T04092,2024-03-14,Housses,Lin,236,M3,113,73.68
T04093,2023-01-20,Housses,Soie,263,M3,175,71.79
T04094,2023-06-26,Draps,Soie,55,M2,94,74.94
T04095,2023-01-28,Housses,Polyester,73,M8,153,75.11
T04096,2025-09-06,Serviettes,Lin,295,M3,233,76.37
T04097,2024-09-11,Housses,Mélange,164,M2,186,70.0
T04098,2025-06-17,Tissus techniques,Mélange,471,M8,112,75.73
T04099,2024-01-12,Serviettes,Mélange,252,M8,237,75.36
T04100,2024-08-15,Draps,Lin,497,M8,287,78.44
T04101,2025-04-15,Housses,Soie,293,M3,202,74.84
T04102,2023-04-14,Tissus techniques,Coton,413,M10,296,81.33
T04103,2025-10-09,Tissus techniques,Polyester,472,M1,82,81.64
T04104,2023-04-11,Tissus techniques,Mélange,124,M3,110,76.61
T04105,2025-10-09,Housses,Soie,68,M9,116,70.0
T04106,2024-01-14,Serviettes,Soie,122,M10,154,71.41
T04107,2025-04-13,Rideaux,Polyester,87,M5,197,74.02
T04108,2024-08-15,Rideaux,Polyester,341,M10,130,78.16
T04109,2023-09-18,Serviettes,Soie,313,M1,198,80.86
T04110,2025-09-17,Draps,Mélange,439,M4,102,80.04
T04111,2023-08-20,Tissus techniques,Polyester,199,M9,255,79.52
T04112,2023-08-27,Rideaux,Polyester,116,M6,273,73.94
T04113,2025-04-20,Draps,Lin,441,M6,142,82.01
T04114,2023-06-01,Draps,Lin,76,M9,207,70.55
T04115,2025-08-07,Tissus techniques,Soie,75,M3,180,71.54
T04116,2025-08-02,Serviettes,Lin,118,M2,274,75.09
T04117,2025-06-28,Housses,Lin,372,M7,113,82.28
T04118,2023-04-23,Housses,Lin,311,M6,194,78.41
T04119,2025-07-15,Rideaux,Lin,372,M7,65,77.19
T04120,2024-09-22,Housses,Mélange,316,M4,121,80.45
T04121,2024-03-24,Housses,Coton,274,M6,61,70.0
T04122,2024-01-23,Housses,Polyester,415,M8,76,74.03
T04123,2025-09-17,Draps,Soie,394,M10,224,79.92
T04124,2025-06-03,Serviettes,Coton,349,M2,286,77.02
T04125,2024-03-19,Tissus techniques,Soie,152,M1,174,74.86
